sourceid,relation,targetid
DB01043,dr-di,D019636
DB01043,dr-di,D056486
DB00371,dr-di,D000380
DB00371,dr-di,D000647
DB00371,dr-di,D000741
DB00371,dr-di,D001523
DB00371,dr-di,D003117
DB00371,dr-di,D003875
DB00371,dr-di,D004401
DB00371,dr-di,D005334
DB00371,dr-di,D007022
DB00371,dr-di,D008228
DB00371,dr-di,D009325
DB00371,dr-di,D010198
DB00371,dr-di,D010243
DB00371,dr-di,D011537
DB00371,dr-di,D011618
DB00371,dr-di,D011693
DB00371,dr-di,D012640
DB00371,dr-di,D012893
DB00371,dr-di,D013375
DB00371,dr-di,D013575
DB00371,dr-di,D013921
DB00371,dr-di,D014581
DB00371,dr-di,D014717
DB00371,dr-di,D014839
DB00371,dr-di,D019966
DB00371,dr-di,D020820
DB00371,dr-di,D023341
DB00333,dr-di,D000014
DB00333,dr-di,D000860
DB00333,dr-di,D001049
DB00333,dr-di,D001145
DB00333,dr-di,D001259
DB00333,dr-di,D001416
DB00333,dr-di,D001649
DB00333,dr-di,D001766
DB00333,dr-di,D001919
DB00333,dr-di,D001929
DB00333,dr-di,D002375
DB00333,dr-di,D002493
DB00333,dr-di,D002561
DB00333,dr-di,D002653
DB00333,dr-di,D002658
DB00333,dr-di,D002819
DB00333,dr-di,D003072
DB00333,dr-di,D003128
DB00333,dr-di,D003221
DB00333,dr-di,D003248
DB00333,dr-di,D003693
DB00333,dr-di,D003866
DB00333,dr-di,D004409
DB00333,dr-di,D005128
DB00333,dr-di,D006099
DB00333,dr-di,D006212
DB00333,dr-di,D006323
DB00333,dr-di,D006556
DB00333,dr-di,D006930
DB00333,dr-di,D006943
DB00333,dr-di,D006948
DB00333,dr-di,D006966
DB00333,dr-di,D006970
DB00333,dr-di,D006973
DB00333,dr-di,D007035
DB00333,dr-di,D007172
DB00333,dr-di,D007232
DB00333,dr-di,D007319
DB00333,dr-di,D007511
DB00333,dr-di,D008133
DB00333,dr-di,D008175
DB00333,dr-di,D008569
DB00333,dr-di,D009102
DB00333,dr-di,D009203
DB00333,dr-di,D009207
DB00333,dr-di,D009212
DB00333,dr-di,D009293
DB00333,dr-di,D009325
DB00333,dr-di,D009336
DB00333,dr-di,D009357
DB00333,dr-di,D009846
DB00333,dr-di,D010146
DB00333,dr-di,D010149
DB00333,dr-di,D010243
DB00333,dr-di,D010523
DB00333,dr-di,D011041
DB00333,dr-di,D011183
DB00333,dr-di,D011297
DB00333,dr-di,D011595
DB00333,dr-di,D011596
DB00333,dr-di,D011605
DB00333,dr-di,D011618
DB00333,dr-di,D011654
DB00333,dr-di,D012019
DB00333,dr-di,D012120
DB00333,dr-di,D012128
DB00333,dr-di,D012131
DB00333,dr-di,D012164
DB00333,dr-di,D012206
DB00333,dr-di,D012735
DB00333,dr-di,D012770
DB00333,dr-di,D012893
DB00333,dr-di,D013035
DB00333,dr-di,D013064
DB00333,dr-di,D013118
DB00333,dr-di,D013375
DB00333,dr-di,D013575
DB00333,dr-di,D013616
DB00333,dr-di,D014202
DB00333,dr-di,D014839
DB00333,dr-di,D015746
DB00333,dr-di,D015877
DB00333,dr-di,D016171
DB00333,dr-di,D016584
DB00333,dr-di,D017180
DB00333,dr-di,D019957
DB00333,dr-di,D019966
DB00333,dr-di,D019970
DB00333,dr-di,D020230
DB00333,dr-di,D020233
DB00333,dr-di,D020258
DB00333,dr-di,D020521
DB00333,dr-di,D020964
DB00333,dr-di,D053608
DB00333,dr-di,D056784
DB00333,dr-di,D058186
DB00333,dr-di,D062787
DB00333,dr-di,D064420
DB01577,dr-di,D000014
DB01577,dr-di,D000855
DB01577,dr-di,D001008
DB01577,dr-di,D001145
DB01577,dr-di,D001264
DB01577,dr-di,D001289
DB01577,dr-di,D001480
DB01577,dr-di,D001523
DB01577,dr-di,D001714
DB01577,dr-di,D001927
DB01577,dr-di,D001930
DB01577,dr-di,D002311
DB01577,dr-di,D002318
DB01577,dr-di,D002375
DB01577,dr-di,D002386
DB01577,dr-di,D002493
DB01577,dr-di,D002543
DB01577,dr-di,D002544
DB01577,dr-di,D002545
DB01577,dr-di,D002561
DB01577,dr-di,D002637
DB01577,dr-di,D002779
DB01577,dr-di,D002819
DB01577,dr-di,D003072
DB01577,dr-di,D003244
DB01577,dr-di,D003329
DB01577,dr-di,D003693
DB01577,dr-di,D003865
DB01577,dr-di,D003866
DB01577,dr-di,D004211
DB01577,dr-di,D004244
DB01577,dr-di,D004342
DB01577,dr-di,D004401
DB01577,dr-di,D004409
DB01577,dr-di,D004487
DB01577,dr-di,D004802
DB01577,dr-di,D004830
DB01577,dr-di,D005317
DB01577,dr-di,D005334
DB01577,dr-di,D005767
DB01577,dr-di,D006130
DB01577,dr-di,D006212
DB01577,dr-di,D006261
DB01577,dr-di,D006331
DB01577,dr-di,D006332
DB01577,dr-di,D006333
DB01577,dr-di,D006606
DB01577,dr-di,D006930
DB01577,dr-di,D006948
DB01577,dr-di,D006967
DB01577,dr-di,D006973
DB01577,dr-di,D006976
DB01577,dr-di,D006984
DB01577,dr-di,D007035
DB01577,dr-di,D007174
DB01577,dr-di,D007319
DB01577,dr-di,D007676
DB01577,dr-di,D007683
DB01577,dr-di,D007859
DB01577,dr-di,D008171
DB01577,dr-di,D008569
DB01577,dr-di,D009069
DB01577,dr-di,D009127
DB01577,dr-di,D009202
DB01577,dr-di,D009203
DB01577,dr-di,D009212
DB01577,dr-di,D009325
DB01577,dr-di,D009336
DB01577,dr-di,D009410
DB01577,dr-di,D009422
DB01577,dr-di,D009771
DB01577,dr-di,D009901
DB01577,dr-di,D010024
DB01577,dr-di,D010259
DB01577,dr-di,D010292
DB01577,dr-di,D010300
DB01577,dr-di,D010302
DB01577,dr-di,D011041
DB01577,dr-di,D011297
DB01577,dr-di,D011595
DB01577,dr-di,D011596
DB01577,dr-di,D011605
DB01577,dr-di,D011618
DB01577,dr-di,D011654
DB01577,dr-di,D012164
DB01577,dr-di,D012206
DB01577,dr-di,D012559
DB01577,dr-di,D012640
DB01577,dr-di,D012769
DB01577,dr-di,D012770
DB01577,dr-di,D012871
DB01577,dr-di,D013064
DB01577,dr-di,D013226
DB01577,dr-di,D013345
DB01577,dr-di,D013375
DB01577,dr-di,D013610
DB01577,dr-di,D013617
DB01577,dr-di,D014202
DB01577,dr-di,D014657
DB01577,dr-di,D014693
DB01577,dr-di,D014786
DB01577,dr-di,D014839
DB01577,dr-di,D014987
DB01577,dr-di,D015431
DB01577,dr-di,D015746
DB01577,dr-di,D016055
DB01577,dr-di,D016491
DB01577,dr-di,D016584
DB01577,dr-di,D016757
DB01577,dr-di,D017114
DB01577,dr-di,D017180
DB01577,dr-di,D017202
DB01577,dr-di,D017379
DB01577,dr-di,D018476
DB01577,dr-di,D018487
DB01577,dr-di,D018754
DB01577,dr-di,D018879
DB01577,dr-di,D019636
DB01577,dr-di,D019954
DB01577,dr-di,D019955
DB01577,dr-di,D019956
DB01577,dr-di,D019957
DB01577,dr-di,D019964
DB01577,dr-di,D019966
DB01577,dr-di,D019969
DB01577,dr-di,D019970
DB01577,dr-di,D020233
DB01577,dr-di,D020258
DB01577,dr-di,D020300
DB01577,dr-di,D020301
DB01577,dr-di,D020422
DB01577,dr-di,D020521
DB01577,dr-di,D023341
DB01577,dr-di,D049188
DB01577,dr-di,D050197
DB01577,dr-di,D051437
DB01577,dr-di,D053099
DB01577,dr-di,D054058
DB01577,dr-di,D054537
DB01577,dr-di,D056486
DB01577,dr-di,D056784
DB01577,dr-di,D064420
DB00134,dr-di,D001259
DB00134,dr-di,D001321
DB00134,dr-di,D003128
DB00134,dr-di,D003711
DB00134,dr-di,D004195
DB00134,dr-di,D005234
DB00134,dr-di,D005910
DB00134,dr-di,D006332
DB00134,dr-di,D006501
DB00134,dr-di,D006505
DB00134,dr-di,D006528
DB00134,dr-di,D006529
DB00134,dr-di,D007249
DB00134,dr-di,D007674
DB00134,dr-di,D007859
DB00134,dr-di,D008103
DB00134,dr-di,D008106
DB00134,dr-di,D008107
DB00134,dr-di,D008569
DB00134,dr-di,D009336
DB00134,dr-di,D011041
DB00134,dr-di,D012559
DB00134,dr-di,D012640
DB00134,dr-di,D013118
DB00134,dr-di,D015431
DB00134,dr-di,D019970
DB00134,dr-di,D020138
DB00134,dr-di,D034381
DB00134,dr-di,D048629
DB00134,dr-di,D056486
DB00134,dr-di,D065626
DB00563,dr-di,D000014
DB00563,dr-di,D000015
DB00563,dr-di,D000230
DB00563,dr-di,D000380
DB00563,dr-di,D000505
DB00563,dr-di,D000707
DB00563,dr-di,D000740
DB00563,dr-di,D000741
DB00563,dr-di,D000743
DB00563,dr-di,D000744
DB00563,dr-di,D000749
DB00563,dr-di,D000799
DB00563,dr-di,D000855
DB00563,dr-di,D001002
DB00563,dr-di,D001037
DB00563,dr-di,D001168
DB00563,dr-di,D001169
DB00563,dr-di,D001172
DB00563,dr-di,D001201
DB00563,dr-di,D001249
DB00563,dr-di,D001259
DB00563,dr-di,D001284
DB00563,dr-di,D001327
DB00563,dr-di,D001416
DB00563,dr-di,D001424
DB00563,dr-di,D001749
DB00563,dr-di,D001766
DB00563,dr-di,D001847
DB00563,dr-di,D001855
DB00563,dr-di,D001919
DB00563,dr-di,D001927
DB00563,dr-di,D001929
DB00563,dr-di,D001932
DB00563,dr-di,D001943
DB00563,dr-di,D002037
DB00563,dr-di,D002051
DB00563,dr-di,D002277
DB00563,dr-di,D002289
DB00563,dr-di,D002294
DB00563,dr-di,D002295
DB00563,dr-di,D002318
DB00563,dr-di,D002493
DB00563,dr-di,D002526
DB00563,dr-di,D002543
DB00563,dr-di,D002544
DB00563,dr-di,D002546
DB00563,dr-di,D002583
DB00563,dr-di,D002658
DB00563,dr-di,D002779
DB00563,dr-di,D002819
DB00563,dr-di,D002972
DB00563,dr-di,D003072
DB00563,dr-di,D003092
DB00563,dr-di,D003110
DB00563,dr-di,D003117
DB00563,dr-di,D003128
DB00563,dr-di,D003221
DB00563,dr-di,D003231
DB00563,dr-di,D003244
DB00563,dr-di,D003248
DB00563,dr-di,D003371
DB00563,dr-di,D003550
DB00563,dr-di,D003556
DB00563,dr-di,D003680
DB00563,dr-di,D003693
DB00563,dr-di,D003704
DB00563,dr-di,D003711
DB00563,dr-di,D003866
DB00563,dr-di,D003872
DB00563,dr-di,D003873
DB00563,dr-di,D003875
DB00563,dr-di,D003882
DB00563,dr-di,D003967
DB00563,dr-di,D004172
DB00563,dr-di,D004244
DB00563,dr-di,D004342
DB00563,dr-di,D004401
DB00563,dr-di,D004415
DB00563,dr-di,D004487
DB00563,dr-di,D004827
DB00563,dr-di,D004830
DB00563,dr-di,D004890
DB00563,dr-di,D005076
DB00563,dr-di,D005221
DB00563,dr-di,D005234
DB00563,dr-di,D005313
DB00563,dr-di,D005317
DB00563,dr-di,D005334
DB00563,dr-di,D005355
DB00563,dr-di,D005759
DB00563,dr-di,D005767
DB00563,dr-di,D005910
DB00563,dr-di,D006130
DB00563,dr-di,D006258
DB00563,dr-di,D006261
DB00563,dr-di,D006333
DB00563,dr-di,D006402
DB00563,dr-di,D006417
DB00563,dr-di,D006470
DB00563,dr-di,D006471
DB00563,dr-di,D006501
DB00563,dr-di,D006504
DB00563,dr-di,D006528
DB00563,dr-di,D006529
DB00563,dr-di,D006689
DB00563,dr-di,D006932
DB00563,dr-di,D006965
DB00563,dr-di,D006970
DB00563,dr-di,D006973
DB00563,dr-di,D006975
DB00563,dr-di,D007003
DB00563,dr-di,D007008
DB00563,dr-di,D007022
DB00563,dr-di,D007035
DB00563,dr-di,D007172
DB00563,dr-di,D007177
DB00563,dr-di,D007239
DB00563,dr-di,D007247
DB00563,dr-di,D007249
DB00563,dr-di,D007319
DB00563,dr-di,D007410
DB00563,dr-di,D007565
DB00563,dr-di,D007674
DB00563,dr-di,D007859
DB00563,dr-di,D007938
DB00563,dr-di,D007945
DB00563,dr-di,D007970
DB00563,dr-di,D008103
DB00563,dr-di,D008105
DB00563,dr-di,D008107
DB00563,dr-di,D008113
DB00563,dr-di,D008171
DB00563,dr-di,D008175
DB00563,dr-di,D008180
DB00563,dr-di,D008223
DB00563,dr-di,D008228
DB00563,dr-di,D008569
DB00563,dr-di,D008581
DB00563,dr-di,D008582
DB00563,dr-di,D009101
DB00563,dr-di,D009123
DB00563,dr-di,D009127
DB00563,dr-di,D009128
DB00563,dr-di,D009135
DB00563,dr-di,D009202
DB00563,dr-di,D009325
DB00563,dr-di,D009336
DB00563,dr-di,D009362
DB00563,dr-di,D009374
DB00563,dr-di,D009389
DB00563,dr-di,D009410
DB00563,dr-di,D009422
DB00563,dr-di,D009436
DB00563,dr-di,D009461
DB00563,dr-di,D009503
DB00563,dr-di,D009759
DB00563,dr-di,D009896
DB00563,dr-di,D009901
DB00563,dr-di,D010019
DB00563,dr-di,D010051
DB00563,dr-di,D010146
DB00563,dr-di,D010198
DB00563,dr-di,D010211
DB00563,dr-di,D010243
DB00563,dr-di,D010264
DB00563,dr-di,D010291
DB00563,dr-di,D010292
DB00563,dr-di,D010302
DB00563,dr-di,D010488
DB00563,dr-di,D010490
DB00563,dr-di,D010493
DB00563,dr-di,D010523
DB00563,dr-di,D010538
DB00563,dr-di,D010787
DB00563,dr-di,D010996
DB00563,dr-di,D011014
DB00563,dr-di,D011115
DB00563,dr-di,D011141
DB00563,dr-di,D011248
DB00563,dr-di,D011297
DB00563,dr-di,D011471
DB00563,dr-di,D011507
DB00563,dr-di,D011537
DB00563,dr-di,D011565
DB00563,dr-di,D011654
DB00563,dr-di,D011655
DB00563,dr-di,D011693
DB00563,dr-di,D011782
DB00563,dr-di,D012008
DB00563,dr-di,D012021
DB00563,dr-di,D012131
DB00563,dr-di,D012141
DB00563,dr-di,D012208
DB00563,dr-di,D012509
DB00563,dr-di,D012640
DB00563,dr-di,D012678
DB00563,dr-di,D012798
DB00563,dr-di,D012817
DB00563,dr-di,D012871
DB00563,dr-di,D012878
DB00563,dr-di,D012893
DB00563,dr-di,D013064
DB00563,dr-di,D013118
DB00563,dr-di,D013163
DB00563,dr-di,D013226
DB00563,dr-di,D013262
DB00563,dr-di,D013274
DB00563,dr-di,D013280
DB00563,dr-di,D013651
DB00563,dr-di,D013921
DB00563,dr-di,D013927
DB00563,dr-di,D014202
DB00563,dr-di,D014474
DB00563,dr-di,D014549
DB00563,dr-di,D014594
DB00563,dr-di,D014652
DB00563,dr-di,D014657
DB00563,dr-di,D014717
DB00563,dr-di,D014786
DB00563,dr-di,D014839
DB00563,dr-di,D015179
DB00563,dr-di,D015431
DB00563,dr-di,D015451
DB00563,dr-di,D015470
DB00563,dr-di,D015473
DB00563,dr-di,D015746
DB00563,dr-di,D015835
DB00563,dr-di,D016055
DB00563,dr-di,D016393
DB00563,dr-di,D016403
DB00563,dr-di,D017093
DB00563,dr-di,D017114
DB00563,dr-di,D017119
DB00563,dr-di,D017202
DB00563,dr-di,D017285
DB00563,dr-di,D017563
DB00563,dr-di,D017880
DB00563,dr-di,D018366
DB00563,dr-di,D018500
DB00563,dr-di,D018771
DB00563,dr-di,D018805
DB00563,dr-di,D018879
DB00563,dr-di,D018908
DB00563,dr-di,D019226
DB00563,dr-di,D019465
DB00563,dr-di,D019636
DB00563,dr-di,D019964
DB00563,dr-di,D020138
DB00563,dr-di,D020233
DB00563,dr-di,D020246
DB00563,dr-di,D020258
DB00563,dr-di,D020521
DB00563,dr-di,D022124
DB00563,dr-di,D023341
DB00563,dr-di,D029424
DB00563,dr-di,D051437
DB00563,dr-di,D052016
DB00563,dr-di,D053099
DB00563,dr-di,D053608
DB00563,dr-di,D053609
DB00563,dr-di,D054038
DB00563,dr-di,D054198
DB00563,dr-di,D054218
DB00563,dr-di,D055370
DB00563,dr-di,D056486
DB00563,dr-di,D056784
DB00563,dr-di,D058186
DB00563,dr-di,D062787
DB00563,dr-di,D064420
DB00968,dr-di,D000380
DB00968,dr-di,D000740
DB00968,dr-di,D000743
DB00968,dr-di,D000744
DB00968,dr-di,D000855
DB00968,dr-di,D000860
DB00968,dr-di,D001264
DB00968,dr-di,D001523
DB00968,dr-di,D001855
DB00968,dr-di,D001919
DB00968,dr-di,D001929
DB00968,dr-di,D002312
DB00968,dr-di,D002544
DB00968,dr-di,D002779
DB00968,dr-di,D002780
DB00968,dr-di,D002819
DB00968,dr-di,D003072
DB00968,dr-di,D003092
DB00968,dr-di,D003221
DB00968,dr-di,D003248
DB00968,dr-di,D003704
DB00968,dr-di,D003866
DB00968,dr-di,D004342
DB00968,dr-di,D004417
DB00968,dr-di,D004802
DB00968,dr-di,D005076
DB00968,dr-di,D005221
DB00968,dr-di,D005234
DB00968,dr-di,D005334
DB00968,dr-di,D005355
DB00968,dr-di,D005687
DB00968,dr-di,D006099
DB00968,dr-di,D006212
DB00968,dr-di,D006261
DB00968,dr-di,D006333
DB00968,dr-di,D006501
DB00968,dr-di,D006505
DB00968,dr-di,D006529
DB00968,dr-di,D006966
DB00968,dr-di,D006973
DB00968,dr-di,D006975
DB00968,dr-di,D006977
DB00968,dr-di,D006987
DB00968,dr-di,D007010
DB00968,dr-di,D007022
DB00968,dr-di,D007024
DB00968,dr-di,D007172
DB00968,dr-di,D007177
DB00968,dr-di,D007565
DB00968,dr-di,D008103
DB00968,dr-di,D008180
DB00968,dr-di,D009127
DB00968,dr-di,D009135
DB00968,dr-di,D009205
DB00968,dr-di,D009325
DB00968,dr-di,D009336
DB00968,dr-di,D010195
DB00968,dr-di,D010259
DB00968,dr-di,D010300
DB00968,dr-di,D010302
DB00968,dr-di,D010493
DB00968,dr-di,D010996
DB00968,dr-di,D011297
DB00968,dr-di,D011605
DB00968,dr-di,D011928
DB00968,dr-di,D012021
DB00968,dr-di,D012131
DB00968,dr-di,D012640
DB00968,dr-di,D012804
DB00968,dr-di,D012893
DB00968,dr-di,D013163
DB00968,dr-di,D013280
DB00968,dr-di,D013375
DB00968,dr-di,D013575
DB00968,dr-di,D013610
DB00968,dr-di,D014202
DB00968,dr-di,D014549
DB00968,dr-di,D014555
DB00968,dr-di,D014839
DB00968,dr-di,D014987
DB00968,dr-di,D015746
DB00968,dr-di,D017379
DB00968,dr-di,D017563
DB00968,dr-di,D018476
DB00968,dr-di,D018771
DB00968,dr-di,D018908
DB00968,dr-di,D020233
DB00968,dr-di,D023341
DB00968,dr-di,D041781
DB00968,dr-di,D047508
DB00968,dr-di,D051437
DB00968,dr-di,D054537
DB00968,dr-di,D056486
DB00968,dr-di,D058186
DB00968,dr-di,D064420
DB00959,dr-di,D000140
DB00959,dr-di,D000741
DB00959,dr-di,D000743
DB00959,dr-di,D000799
DB00959,dr-di,D000855
DB00959,dr-di,D001145
DB00959,dr-di,D001172
DB00959,dr-di,D001201
DB00959,dr-di,D001249
DB00959,dr-di,D001281
DB00959,dr-di,D001282
DB00959,dr-di,D001424
DB00959,dr-di,D001649
DB00959,dr-di,D001714
DB00959,dr-di,D001766
DB00959,dr-di,D001919
DB00959,dr-di,D001927
DB00959,dr-di,D001928
DB00959,dr-di,D001930
DB00959,dr-di,D002312
DB00959,dr-di,D002386
DB00959,dr-di,D002543
DB00959,dr-di,D002561
DB00959,dr-di,D002779
DB00959,dr-di,D003221
DB00959,dr-di,D003244
DB00959,dr-di,D003248
DB00959,dr-di,D003556
DB00959,dr-di,D003882
DB00959,dr-di,D003920
DB00959,dr-di,D004195
DB00959,dr-di,D004342
DB00959,dr-di,D004417
DB00959,dr-di,D004830
DB00959,dr-di,D004890
DB00959,dr-di,D004892
DB00959,dr-di,D005234
DB00959,dr-di,D005334
DB00959,dr-di,D005921
DB00959,dr-di,D005923
DB00959,dr-di,D006212
DB00959,dr-di,D006261
DB00959,dr-di,D006312
DB00959,dr-di,D006319
DB00959,dr-di,D006323
DB00959,dr-di,D006331
DB00959,dr-di,D006332
DB00959,dr-di,D006402
DB00959,dr-di,D006417
DB00959,dr-di,D006470
DB00959,dr-di,D006505
DB00959,dr-di,D006606
DB00959,dr-di,D006689
DB00959,dr-di,D006934
DB00959,dr-di,D006937
DB00959,dr-di,D006943
DB00959,dr-di,D006947
DB00959,dr-di,D006965
DB00959,dr-di,D006966
DB00959,dr-di,D006967
DB00959,dr-di,D006973
DB00959,dr-di,D006996
DB00959,dr-di,D007008
DB00959,dr-di,D007022
DB00959,dr-di,D007239
DB00959,dr-di,D007674
DB00959,dr-di,D007683
DB00959,dr-di,D008180
DB00959,dr-di,D008223
DB00959,dr-di,D008228
DB00959,dr-di,D008569
DB00959,dr-di,D008582
DB00959,dr-di,D009101
DB00959,dr-di,D009103
DB00959,dr-di,D009133
DB00959,dr-di,D009135
DB00959,dr-di,D009157
DB00959,dr-di,D009202
DB00959,dr-di,D009203
DB00959,dr-di,D009205
DB00959,dr-di,D009325
DB00959,dr-di,D009369
DB00959,dr-di,D009393
DB00959,dr-di,D009395
DB00959,dr-di,D009404
DB00959,dr-di,D009422
DB00959,dr-di,D009437
DB00959,dr-di,D009468
DB00959,dr-di,D009503
DB00959,dr-di,D009886
DB00959,dr-di,D010146
DB00959,dr-di,D010149
DB00959,dr-di,D010198
DB00959,dr-di,D010243
DB00959,dr-di,D010264
DB00959,dr-di,D010292
DB00959,dr-di,D010488
DB00959,dr-di,D010523
DB00959,dr-di,D010689
DB00959,dr-di,D010996
DB00959,dr-di,D011014
DB00959,dr-di,D011115
DB00959,dr-di,D011183
DB00959,dr-di,D011507
DB00959,dr-di,D011537
DB00959,dr-di,D011595
DB00959,dr-di,D011605
DB00959,dr-di,D011654
DB00959,dr-di,D011658
DB00959,dr-di,D011695
DB00959,dr-di,D011782
DB00959,dr-di,D012131
DB00959,dr-di,D012164
DB00959,dr-di,D012206
DB00959,dr-di,D012640
DB00959,dr-di,D012769
DB00959,dr-di,D012893
DB00959,dr-di,D013118
DB00959,dr-di,D013119
DB00959,dr-di,D013203
DB00959,dr-di,D013375
DB00959,dr-di,D013610
DB00959,dr-di,D013617
DB00959,dr-di,D013921
DB00959,dr-di,D014202
DB00959,dr-di,D014549
DB00959,dr-di,D014581
DB00959,dr-di,D014657
DB00959,dr-di,D014693
DB00959,dr-di,D014786
DB00959,dr-di,D014839
DB00959,dr-di,D015267
DB00959,dr-di,D015430
DB00959,dr-di,D015431
DB00959,dr-di,D015433
DB00959,dr-di,D015451
DB00959,dr-di,D015746
DB00959,dr-di,D016403
DB00959,dr-di,D017093
DB00959,dr-di,D017114
DB00959,dr-di,D017116
DB00959,dr-di,D017285
DB00959,dr-di,D017563
DB00959,dr-di,D018366
DB00959,dr-di,D018771
DB00959,dr-di,D018805
DB00959,dr-di,D018908
DB00959,dr-di,D020246
DB00959,dr-di,D020250
DB00959,dr-di,D020258
DB00959,dr-di,D020422
DB00959,dr-di,D020520
DB00959,dr-di,D041781
DB00959,dr-di,D051437
DB00959,dr-di,D053099
DB00959,dr-di,D054038
DB00959,dr-di,D054198
DB00959,dr-di,D055154
DB00959,dr-di,D055370
DB00959,dr-di,D056486
DB00959,dr-di,D058186
DB00959,dr-di,D064420
DB00264,dr-di,D000419
DB00264,dr-di,D000787
DB00264,dr-di,D000799
DB00264,dr-di,D001008
DB00264,dr-di,D001145
DB00264,dr-di,D001281
DB00264,dr-di,D001282
DB00264,dr-di,D001919
DB00264,dr-di,D002311
DB00264,dr-di,D002312
DB00264,dr-di,D002318
DB00264,dr-di,D002493
DB00264,dr-di,D002637
DB00264,dr-di,D003324
DB00264,dr-di,D003327
DB00264,dr-di,D003693
DB00264,dr-di,D003866
DB00264,dr-di,D003928
DB00264,dr-di,D004172
DB00264,dr-di,D004244
DB00264,dr-di,D004342
DB00264,dr-di,D004417
DB00264,dr-di,D004487
DB00264,dr-di,D004719
DB00264,dr-di,D005076
DB00264,dr-di,D005221
DB00264,dr-di,D005355
DB00264,dr-di,D006029
DB00264,dr-di,D006212
DB00264,dr-di,D006261
DB00264,dr-di,D006327
DB00264,dr-di,D006331
DB00264,dr-di,D006333
DB00264,dr-di,D006417
DB00264,dr-di,D006501
DB00264,dr-di,D006505
DB00264,dr-di,D006869
DB00264,dr-di,D006930
DB00264,dr-di,D006940
DB00264,dr-di,D006943
DB00264,dr-di,D006947
DB00264,dr-di,D006973
DB00264,dr-di,D006976
DB00264,dr-di,D007022
DB00264,dr-di,D007024
DB00264,dr-di,D007172
DB00264,dr-di,D007333
DB00264,dr-di,D007511
DB00264,dr-di,D007674
DB00264,dr-di,D008133
DB00264,dr-di,D008180
DB00264,dr-di,D008881
DB00264,dr-di,D009202
DB00264,dr-di,D009203
DB00264,dr-di,D009205
DB00264,dr-di,D009798
DB00264,dr-di,D010292
DB00264,dr-di,D011141
DB00264,dr-di,D011507
DB00264,dr-di,D011537
DB00264,dr-di,D011605
DB00264,dr-di,D011654
DB00264,dr-di,D011928
DB00264,dr-di,D012131
DB00264,dr-di,D012206
DB00264,dr-di,D012678
DB00264,dr-di,D012735
DB00264,dr-di,D012770
DB00264,dr-di,D012817
DB00264,dr-di,D012893
DB00264,dr-di,D013009
DB00264,dr-di,D013313
DB00264,dr-di,D013375
DB00264,dr-di,D013575
DB00264,dr-di,D013610
DB00264,dr-di,D013617
DB00264,dr-di,D014202
DB00264,dr-di,D014652
DB00264,dr-di,D014693
DB00264,dr-di,D015428
DB00264,dr-di,D016171
DB00264,dr-di,D016491
DB00264,dr-di,D017109
DB00264,dr-di,D017180
DB00264,dr-di,D017202
DB00264,dr-di,D017379
DB00264,dr-di,D018487
DB00264,dr-di,D018754
DB00264,dr-di,D018879
DB00264,dr-di,D020257
DB00264,dr-di,D050171
DB00264,dr-di,D050197
DB00264,dr-di,D054058
DB00264,dr-di,D054537
DB00264,dr-di,D058186
DB00264,dr-di,D064420
DB01011,dr-di,D001161
DB01011,dr-di,D004213
DB01011,dr-di,D006332
DB01011,dr-di,D006973
DB01011,dr-di,D007022
DB01011,dr-di,D007674
DB01011,dr-di,D007859
DB01011,dr-di,D008569
DB01011,dr-di,D012640
DB01011,dr-di,D013375
DB01011,dr-di,D014717
DB01011,dr-di,D019970
DB01011,dr-di,D056486
DB01110,dr-di,D000707
DB01110,dr-di,D000740
DB01110,dr-di,D000799
DB01110,dr-di,D001145
DB01110,dr-di,D002318
DB01110,dr-di,D006331
DB01110,dr-di,D008325
DB01110,dr-di,D010689
DB01110,dr-di,D011537
DB01110,dr-di,D012640
DB01110,dr-di,D013924
DB01110,dr-di,D016757
DB01110,dr-di,D017180
DB01110,dr-di,D056486
DB01110,dr-di,D062787
DB00683,dr-di,D000544
DB00683,dr-di,D000647
DB00683,dr-di,D000860
DB00683,dr-di,D001037
DB00683,dr-di,D001049
DB00683,dr-di,D001259
DB00683,dr-di,D001264
DB00683,dr-di,D001281
DB00683,dr-di,D001342
DB00683,dr-di,D001480
DB00683,dr-di,D001523
DB00683,dr-di,D001919
DB00683,dr-di,D001927
DB00683,dr-di,D002318
DB00683,dr-di,D002375
DB00683,dr-di,D002493
DB00683,dr-di,D003072
DB00683,dr-di,D003128
DB00683,dr-di,D003221
DB00683,dr-di,D003680
DB00683,dr-di,D003693
DB00683,dr-di,D004172
DB00683,dr-di,D004244
DB00683,dr-di,D004401
DB00683,dr-di,D004409
DB00683,dr-di,D004417
DB00683,dr-di,D004421
DB00683,dr-di,D004827
DB00683,dr-di,D004830
DB00683,dr-di,D004831
DB00683,dr-di,D006212
DB00683,dr-di,D006323
DB00683,dr-di,D006331
DB00683,dr-di,D006606
DB00683,dr-di,D006930
DB00683,dr-di,D006970
DB00683,dr-di,D006973
DB00683,dr-di,D007022
DB00683,dr-di,D007319
DB00683,dr-di,D007431
DB00683,dr-di,D007859
DB00683,dr-di,D008569
DB00683,dr-di,D009127
DB00683,dr-di,D009207
DB00683,dr-di,D009325
DB00683,dr-di,D009461
DB00683,dr-di,D010146
DB00683,dr-di,D010149
DB00683,dr-di,D010554
